turkey-kit-bring-the-bird-1x1.png	/Users/evanmeral/ROUX-AI-Brain/ROUX/my-skills/hpc-ad-creative/work/creative/templates/turkey-kit-bring-the-bird/1x1.html	1080x1080
turkey-kit-bring-the-bird-9x16.png	/Users/evanmeral/ROUX-AI-Brain/ROUX/my-skills/hpc-ad-creative/work/creative/templates/turkey-kit-bring-the-bird/9x16.html	1080x1920
turkey-kit-bring-the-bird-1.91x1.png	/Users/evanmeral/ROUX-AI-Brain/ROUX/my-skills/hpc-ad-creative/work/creative/templates/turkey-kit-bring-the-bird/1.91x1.html	1200x628
turkey-kit-bring-the-bird-9x16.png	/Users/evanmeral/ROUX-AI-Brain/ROUX/my-skills/hpc-ad-creative/work/creative/templates/turkey-kit-bring-the-bird/9x16.html	1080x1920
turkey-kit-350-1x1.png	/Users/evanmeral/ROUX-AI-Brain/ROUX/my-skills/hpc-ad-creative/work/creative/templates/turkey-kit-350/1x1.html	1080x1080
turkey-kit-350-9x16.png	/Users/evanmeral/ROUX-AI-Brain/ROUX/my-skills/hpc-ad-creative/work/creative/templates/turkey-kit-350/9x16.html	1080x1920
turkey-kit-350-1.91x1.png	/Users/evanmeral/ROUX-AI-Brain/ROUX/my-skills/hpc-ad-creative/work/creative/templates/turkey-kit-350/1.91x1.html	1200x628
turkey-kit-350-1x1.png	/Users/evanmeral/ROUX-AI-Brain/ROUX/my-skills/hpc-ad-creative/work/creative/templates/turkey-kit-350/1x1.html	1080x1080
turkey-kit-350-1.91x1.png	/Users/evanmeral/ROUX-AI-Brain/ROUX/my-skills/hpc-ad-creative/work/creative/templates/turkey-kit-350/1.91x1.html	1200x628
turkey-kit-350-9x16.png	/Users/evanmeral/ROUX-AI-Brain/ROUX/my-skills/hpc-ad-creative/work/creative/templates/turkey-kit-350/9x16.html	1080x1920
turkey-kit-350-9x16.png	/Users/evanmeral/ROUX-AI-Brain/ROUX/my-skills/hpc-ad-creative/work/creative/templates/turkey-kit-350/9x16.html	1080x1920
turkey-kit-bring-the-bird-1.91x1.png	/Users/evanmeral/ROUX-AI-Brain/ROUX/my-skills/hpc-ad-creative/work/creative/templates/turkey-kit-bring-the-bird/1.91x1.html	1200x628
turkey-kit-350-1x1.png	/Users/evanmeral/ROUX-AI-Brain/ROUX/my-skills/hpc-ad-creative/work/creative/templates/turkey-kit-350/1x1.html	1080x1080
turkey-kit-350-9x16.png	/Users/evanmeral/ROUX-AI-Brain/ROUX/my-skills/hpc-ad-creative/work/creative/templates/turkey-kit-350/9x16.html	1080x1920
turkey-kit-350-1.91x1.png	/Users/evanmeral/ROUX-AI-Brain/ROUX/my-skills/hpc-ad-creative/work/creative/templates/turkey-kit-350/1.91x1.html	1200x628
