mon-boilmath-4x5-v2.png	/Users/evanmeral/ROUX-AI-Brain/ROUX/my-skills/hpc-ad-creative/work/creative/templates/cw-2026-09-28/mon-boilmath-4x5.html	1080x1350
mon-boilmath-4x5-v2.png	/Users/evanmeral/ROUX-AI-Brain/ROUX/my-skills/hpc-ad-creative/work/creative/templates/cw-2026-09-28/mon-boilmath-4x5.html	1080x1350
mon-boilmath-4x5-v2.png	/Users/evanmeral/ROUX-AI-Brain/ROUX/my-skills/hpc-ad-creative/work/creative/templates/cw-2026-09-28/mon-boilmath-4x5.html	1080x1350
tue-shootday-B-branded-4x5.png	/Users/evanmeral/ROUX-AI-Brain/ROUX/my-skills/hpc-ad-creative/work/creative/templates/cw-2026-09-28/tue-shootday-branded-4x5.html	1080x1350
tue-shootday-A-carousel-1.png	/Users/evanmeral/ROUX-AI-Brain/ROUX/my-skills/hpc-ad-creative/work/creative/templates/cw-2026-09-28/tue-shootday-carousel-1.html	1080x1350
tue-shootday-A-carousel-2.png	/Users/evanmeral/ROUX-AI-Brain/ROUX/my-skills/hpc-ad-creative/work/creative/templates/cw-2026-09-28/tue-shootday-carousel-2.html	1080x1350
tue-shootday-A-carousel-3.png	/Users/evanmeral/ROUX-AI-Brain/ROUX/my-skills/hpc-ad-creative/work/creative/templates/cw-2026-09-28/tue-shootday-carousel-3.html	1080x1350
tue-shootday-A-carousel-4.png	/Users/evanmeral/ROUX-AI-Brain/ROUX/my-skills/hpc-ad-creative/work/creative/templates/cw-2026-09-28/tue-shootday-carousel-4.html	1080x1350
tue-shootday-B-branded-4x5.png	/Users/evanmeral/ROUX-AI-Brain/ROUX/my-skills/hpc-ad-creative/work/creative/templates/cw-2026-09-28/tue-shootday-branded-4x5.html	1080x1350
mon-boilmath-4x5-v2.png	/Users/evanmeral/ROUX-AI-Brain/ROUX/my-skills/hpc-ad-creative/work/creative/templates/cw-2026-09-28/mon-boilmath-4x5.html	1080x1350
mon-boilmath-4x5-v3.png	/Users/evanmeral/ROUX-AI-Brain/ROUX/my-skills/hpc-ad-creative/work/creative/templates/cw-2026-09-28/mon-boilmath-4x5.html	1080x1350
tue-shootday-carousel-v3-1.png	/Users/evanmeral/ROUX-AI-Brain/ROUX/my-skills/hpc-ad-creative/work/creative/templates/cw-2026-09-28/tue-shootday-carousel-v3-1.html	1080x1350
tue-shootday-carousel-v3-2.png	/Users/evanmeral/ROUX-AI-Brain/ROUX/my-skills/hpc-ad-creative/work/creative/templates/cw-2026-09-28/tue-shootday-carousel-v3-2.html	1080x1350
tue-shootday-carousel-v3-3.png	/Users/evanmeral/ROUX-AI-Brain/ROUX/my-skills/hpc-ad-creative/work/creative/templates/cw-2026-09-28/tue-shootday-carousel-v3-3.html	1080x1350
tue-shootday-carousel-v3-4.png	/Users/evanmeral/ROUX-AI-Brain/ROUX/my-skills/hpc-ad-creative/work/creative/templates/cw-2026-09-28/tue-shootday-carousel-v3-4.html	1080x1350
tue-shootday-story-v3-9x16.png	/Users/evanmeral/ROUX-AI-Brain/ROUX/my-skills/hpc-ad-creative/work/creative/templates/cw-2026-09-28/tue-shootday-story-v3-9x16.html	1080x1920
tue-shootday-carousel-v3-2.png	/Users/evanmeral/ROUX-AI-Brain/ROUX/my-skills/hpc-ad-creative/work/creative/templates/cw-2026-09-28/tue-shootday-carousel-v3-2.html	1080x1350
tue-shootday-carousel-v3-3.png	/Users/evanmeral/ROUX-AI-Brain/ROUX/my-skills/hpc-ad-creative/work/creative/templates/cw-2026-09-28/tue-shootday-carousel-v3-3.html	1080x1350
tue-shootday-carousel-v3-4.png	/Users/evanmeral/ROUX-AI-Brain/ROUX/my-skills/hpc-ad-creative/work/creative/templates/cw-2026-09-28/tue-shootday-carousel-v3-4.html	1080x1350
tue-shootday-story-v3-9x16.png	/Users/evanmeral/ROUX-AI-Brain/ROUX/my-skills/hpc-ad-creative/work/creative/templates/cw-2026-09-28/tue-shootday-story-v3-9x16.html	1080x1920
mon-boilmath-4x5-v4.png	/Users/evanmeral/ROUX-AI-Brain/ROUX/my-skills/hpc-ad-creative/work/creative/templates/cw-2026-09-28/mon-boilmath-4x5.html	1080x1350
tue-shootday-carousel-v4-1.png	/Users/evanmeral/ROUX-AI-Brain/ROUX/my-skills/hpc-ad-creative/work/creative/templates/cw-2026-09-28/tue-shootday-carousel-v3-1.html	1080x1350
tue-shootday-carousel-v4-4.png	/Users/evanmeral/ROUX-AI-Brain/ROUX/my-skills/hpc-ad-creative/work/creative/templates/cw-2026-09-28/tue-shootday-carousel-v3-4.html	1080x1350
tue-shootday-story-v4-9x16.png	/Users/evanmeral/ROUX-AI-Brain/ROUX/my-skills/hpc-ad-creative/work/creative/templates/cw-2026-09-28/tue-shootday-story-v3-9x16.html	1080x1920
